timestamp,domain,district,ward,service_type,demand_requests,resource_availability,gap,response_time_minutes,citizen_complaints,day_of_week,month,is_weekend,is_monsoon,population_factor,urban_ratio
2024-03-29,Health,Pune,Ward_15,Ambulance_Emergency,49,36,13,14.42,4,4,3,0,0,2.0,0.65
2024-08-23,Health,Mumbai,Ward_11,OPD_General,877,656,221,34.36,0,4,8,0,1,2.5,1.0
2025-05-01,Health,Pune,Ward_9,Hospital_Bed_General,93,82,11,32.02,2,3,5,0,0,2.0,0.65
2024-05-04,Health,Nashik,Ward_10,Disease_Dengue,2,1,1,131.54,1,5,5,1,0,1.3,0.45
2025-04-02,Health,Pune,Ward_10,OPD_Pediatric,114,82,32,75.07,3,2,4,0,0,2.0,0.65
2024-04-20,Health,Nashik,Ward_10,Disease_Malaria,1,0,1,49.68,10,5,4,1,0,1.3,0.45
2025-10-08,Health,Pune,Ward_12,Hospital_Bed_ICU,20,12,8,23.1,2,2,10,0,0,2.0,0.65
2025-08-28,Health,Solapur,Ward_5,Hospital_Bed_ICU,5,3,2,78.38,4,3,8,0,1,1.0,0.35
2024-08-15,Health,Thane,Ward_18,OPD_Pediatric,158,104,54,29.22,2,3,8,0,1,2.2,0.75
2023-10-22,Health,Thane,Ward_4,Hospital_Bed_ICU,15,12,3,72.02,5,6,10,1,0,2.2,0.75
2025-03-11,Health,Thane,Ward_5,Hospital_Bed_General,118,110,8,30.59,0,1,3,0,0,2.2,0.75
2023-06-16,Health,Nagpur,Ward_10,OPD_General,256,223,33,22.33,1,4,6,0,1,1.5,0.6
2024-08-23,Health,Aurangabad,Ward_2,Hospital_Bed_ICU,7,5,2,14.7,4,4,8,0,1,1.2,0.4
2025-05-24,Health,Kolhapur,Ward_3,OPD_General,62,55,7,23.97,3,5,5,1,0,1.1,0.38
2024-03-07,Health,Mumbai,Ward_22,Hospital_Bed_ICU,45,42,3,55.51,0,3,3,0,0,2.5,1.0
2025-08-16,Health,Nashik,Ward_10,OPD_General,117,86,31,39.29,3,5,8,1,1,1.3,0.45
2024-10-15,Health,Nagpur,Ward_3,Hospital_Bed_ICU,7,5,2,43.88,2,1,10,0,0,1.5,0.6
2024-09-17,Health,Thane,Ward_18,Hospital_Bed_General,148,107,41,114.68,3,1,9,0,1,2.2,0.75
2025-07-29,Health,Nashik,Ward_2,OPD_Pediatric,54,43,11,25.48,0,1,7,0,1,1.3,0.45
2024-03-24,Health,Aurangabad,Ward_8,Ambulance_Emergency,9,7,2,26.43,1,6,3,1,0,1.2,0.4
2025-07-28,Health,Pune,Ward_1,Disease_Dengue,19,12,7,19.39,7,0,7,0,1,2.0,0.65
2025-05-27,Health,Aurangabad,Ward_6,Ambulance_Emergency,13,9,4,21.04,1,1,5,0,0,1.2,0.4
2023-04-24,Health,Mumbai,Ward_22,OPD_General,627,545,82,51.25,0,0,4,0,0,2.5,1.0
2024-04-09,Health,Solapur,Ward_2,Disease_Malaria,1,0,1,52.16,10,1,4,0,0,1.0,0.35
2025-01-02,Health,Thane,Ward_17,Ambulance_Emergency,44,29,15,27.13,3,3,1,0,0,2.2,0.75
2024-06-06,Health,Pune,Ward_5,Hospital_Bed_General,143,107,36,87.38,2,3,6,0,1,2.0,0.65
2024-05-30,Health,Thane,Ward_13,Disease_Malaria,3,2,1,24.08,2,3,5,0,0,2.2,0.75
2025-04-21,Health,Pune,Ward_1,OPD_Pediatric,107,94,13,27.31,2,0,4,0,0,2.0,0.65
2024-10-11,Health,Mumbai,Ward_3,Hospital_Bed_ICU,42,31,11,63.21,3,4,10,0,0,2.5,1.0
2025-02-12,Health,Pune,Ward_12,Ambulance_Emergency,41,37,4,6.2,0,2,2,0,0,2.0,0.65
2023-07-30,Health,Thane,Ward_4,OPD_Pediatric,87,81,6,39.31,0,6,7,1,1,2.2,0.75
2025-08-06,Health,Aurangabad,Ward_2,Hospital_Bed_ICU,9,5,4,41.34,3,2,8,0,1,1.2,0.4
2025-03-02,Health,Nagpur,Ward_7,OPD_Pediatric,44,33,11,61.29,2,6,3,1,0,1.5,0.6
2024-02-25,Health,Aurangabad,Ward_5,OPD_General,113,103,10,96.42,2,6,2,1,0,1.2,0.4
2025-09-04,Health,Mumbai,Ward_22,Disease_Malaria,25,17,8,48.73,5,3,9,0,1,2.5,1.0
2025-10-03,Health,Solapur,Ward_8,Disease_Dengue,1,0,1,51.83,10,4,10,0,0,1.0,0.35
2024-07-24,Health,Nagpur,Ward_9,Hospital_Bed_ICU,22,20,2,25.99,3,2,7,0,1,1.5,0.6
2023-10-23,Health,Nagpur,Ward_7,OPD_Pediatric,59,39,20,12.41,4,0,10,0,0,1.5,0.6
2023-07-13,Health,Thane,Ward_8,Ambulance_Emergency,85,64,21,31.15,4,3,7,0,1,2.2,0.75
2024-07-15,Health,Pune,Ward_4,Ambulance_Emergency,49,42,7,9.02,1,0,7,0,1,2.0,0.65
2024-08-03,Health,Nashik,Ward_12,Disease_Dengue,7,4,3,66.03,5,5,8,1,1,1.3,0.45
2025-05-17,Health,Mumbai,Ward_22,Disease_Dengue,6,5,1,30.92,4,5,5,1,0,2.5,1.0
2025-03-20,Health,Aurangabad,Ward_6,Ambulance_Emergency,19,17,2,4.75,0,3,3,0,0,1.2,0.4
2024-11-24,Health,Mumbai,Ward_6,OPD_General,351,258,93,49.15,2,6,11,1,0,2.5,1.0
2023-04-03,Health,Nagpur,Ward_3,Hospital_Bed_General,72,64,8,78.76,2,0,4,0,0,1.5,0.6
2023-01-14,Health,Kolhapur,Ward_4,Disease_Dengue,1,0,1,44.06,10,5,1,1,0,1.1,0.38
2023-01-03,Health,Solapur,Ward_1,Disease_Malaria,2,1,1,45.92,7,1,1,0,0,1.0,0.35
2025-03-20,Health,Solapur,Ward_7,Ambulance_Emergency,12,8,4,10.88,3,3,3,0,0,1.0,0.35
2025-01-07,Health,Pune,Ward_5,Disease_Malaria,5,3,2,3.5,3,1,1,0,0,2.0,0.65
2025-01-14,Health,Pune,Ward_11,Ambulance_Emergency,42,38,4,53.43,1,1,1,0,0,2.0,0.65
2025-02-23,Health,Kolhapur,Ward_4,OPD_Pediatric,28,22,6,17.56,1,6,2,1,0,1.1,0.38
2024-09-12,Health,Kolhapur,Ward_8,Disease_Dengue,13,7,6,59.13,3,3,9,0,1,1.1,0.38
2023-11-08,Health,Kolhapur,Ward_8,Disease_Dengue,1,0,1,43.9,10,2,11,0,0,1.1,0.38
2024-06-18,Health,Kolhapur,Ward_6,OPD_General,140,98,42,81.61,6,1,6,0,1,1.1,0.38
2024-12-12,Health,Pune,Ward_8,Hospital_Bed_General,110,94,16,53.54,1,3,12,0,0,2.0,0.65
2025-09-20,Health,Mumbai,Ward_1,Hospital_Bed_ICU,31,22,9,23.03,0,5,9,1,1,2.5,1.0
2023-01-09,Health,Nagpur,Ward_9,Hospital_Bed_ICU,8,6,2,76.17,2,0,1,0,0,1.5,0.6
2025-08-27,Health,Thane,Ward_6,Disease_Malaria,12,8,4,31.68,2,2,8,0,1,2.2,0.75
2023-12-31,Health,Nashik,Ward_10,Ambulance_Emergency,13,8,5,32.55,5,6,12,1,0,1.3,0.45
2023-01-22,Health,Nagpur,Ward_5,Hospital_Bed_ICU,7,4,3,40.93,3,6,1,1,0,1.5,0.6
2023-04-17,Health,Aurangabad,Ward_6,OPD_Pediatric,35,31,4,70.65,2,0,4,0,0,1.2,0.4
2025-06-22,Health,Nagpur,Ward_4,Disease_Malaria,5,4,1,76.47,1,6,6,1,1,1.5,0.6
2023-11-23,Health,Nagpur,Ward_9,Ambulance_Emergency,36,24,12,4.22,3,3,11,0,0,1.5,0.6
2023-11-04,Health,Kolhapur,Ward_6,OPD_Pediatric,23,19,4,40.48,1,5,11,1,0,1.1,0.38
2024-03-25,Health,Nashik,Ward_4,Ambulance_Emergency,19,16,3,10.97,1,0,3,0,0,1.3,0.45
2024-04-30,Health,Aurangabad,Ward_2,Hospital_Bed_ICU,6,3,3,15.62,5,1,4,0,0,1.2,0.4
2024-10-18,Health,Aurangabad,Ward_2,Disease_Dengue,2,1,1,116.64,7,4,10,0,0,1.2,0.4
2025-10-02,Health,Mumbai,Ward_7,Disease_Dengue,5,3,2,25.81,3,3,10,0,0,2.5,1.0
2025-04-30,Health,Nagpur,Ward_9,Ambulance_Emergency,34,25,9,27.05,2,2,4,0,0,1.5,0.6
2024-03-20,Health,Solapur,Ward_8,OPD_Pediatric,33,21,12,15.18,3,2,3,0,0,1.0,0.35
2025-05-20,Health,Solapur,Ward_5,Disease_Malaria,1,0,1,21.04,10,1,5,0,0,1.0,0.35
2023-01-06,Health,Pune,Ward_9,Hospital_Bed_General,123,89,34,21.11,2,4,1,0,0,2.0,0.65
2023-10-23,Health,Nashik,Ward_5,OPD_General,133,102,31,26.99,4,0,10,0,0,1.3,0.45
2025-08-01,Health,Aurangabad,Ward_3,OPD_General,161,129,32,25.91,4,4,8,0,1,1.2,0.4
2024-04-09,Health,Pune,Ward_1,OPD_Pediatric,85,61,24,15.9,3,1,4,0,0,2.0,0.65
2023-09-03,Health,Kolhapur,Ward_5,Disease_Malaria,1,0,1,35.09,10,6,9,1,1,1.1,0.38
2023-08-14,Health,Nashik,Ward_7,Ambulance_Emergency,25,20,5,33.48,3,0,8,0,1,1.3,0.45
2025-09-19,Health,Solapur,Ward_8,Ambulance_Emergency,15,12,3,17.04,0,4,9,0,1,1.0,0.35
2025-06-07,Health,Thane,Ward_5,Disease_Malaria,2,1,1,33.12,4,5,6,1,1,2.2,0.75
2024-12-02,Health,Pune,Ward_14,Disease_Malaria,3,2,1,86.51,0,0,12,0,0,2.0,0.65
2025-02-01,Health,Nashik,Ward_8,Ambulance_Emergency,14,8,6,1.87,4,5,2,1,0,1.3,0.45
2025-05-13,Health,Pune,Ward_2,OPD_Pediatric,132,81,51,27.04,5,1,5,0,0,2.0,0.65
2025-07-24,Health,Nashik,Ward_10,Ambulance_Emergency,19,16,3,16.74,4,3,7,0,1,1.3,0.45
2023-09-12,Health,Thane,Ward_15,Disease_Malaria,4,2,2,30.81,2,1,9,0,1,2.2,0.75
2025-02-08,Health,Mumbai,Ward_13,OPD_Pediatric,191,130,61,30.69,1,5,2,1,0,2.5,1.0
2024-05-29,Health,Aurangabad,Ward_5,Ambulance_Emergency,15,10,5,11.12,5,2,5,0,0,1.2,0.4
2023-12-08,Health,Aurangabad,Ward_7,Hospital_Bed_General,37,34,3,44.7,1,4,12,0,0,1.2,0.4
2025-03-09,Health,Mumbai,Ward_21,Hospital_Bed_ICU,15,12,3,29.84,3,6,3,1,0,2.5,1.0
2023-03-29,Health,Pune,Ward_14,OPD_General,348,210,138,24.02,2,2,3,0,0,2.0,0.65
2024-02-02,Health,Mumbai,Ward_11,Disease_Dengue,12,7,5,65.87,5,4,2,0,0,2.5,1.0
2024-06-25,Health,Nashik,Ward_2,OPD_General,187,140,47,126.1,2,1,6,0,1,1.3,0.45
2023-10-01,Health,Kolhapur,Ward_2,OPD_General,68,42,26,36.99,3,6,10,1,0,1.1,0.38
2024-09-16,Health,Kolhapur,Ward_8,Hospital_Bed_ICU,9,6,3,25.9,2,0,9,0,1,1.1,0.38
2025-07-22,Health,Thane,Ward_6,Disease_Malaria,4,2,2,36.98,3,1,7,0,1,2.2,0.75
2023-03-08,Health,Nagpur,Ward_1,Disease_Malaria,2,1,1,18.21,5,2,3,0,0,1.5,0.6
2025-09-21,Health,Kolhapur,Ward_6,OPD_Pediatric,21,13,8,27.03,6,6,9,1,1,1.1,0.38
2024-05-19,Health,Mumbai,Ward_7,Hospital_Bed_ICU,30,22,8,34.53,2,6,5,1,0,2.5,1.0
2023-11-29,Health,Nagpur,Ward_5,Hospital_Bed_General,82,68,14,12.15,4,2,11,0,0,1.5,0.6
2023-11-16,Health,Nashik,Ward_1,Hospital_Bed_ICU,6,3,3,18.65,7,3,11,0,0,1.3,0.45
2023-09-26,Health,Nashik,Ward_11,Hospital_Bed_ICU,5,3,2,41.48,2,1,9,0,1,1.3,0.45
2024-01-22,Health,Nagpur,Ward_5,Hospital_Bed_General,62,44,18,36.19,3,0,1,0,0,1.5,0.6
2025-04-25,Health,Kolhapur,Ward_2,Disease_Dengue,2,1,1,34.63,8,4,4,0,0,1.1,0.38
2024-08-20,Health,Nashik,Ward_8,Disease_Dengue,4,3,1,76.98,3,1,8,0,1,1.3,0.45
2023-10-29,Health,Solapur,Ward_7,Hospital_Bed_ICU,2,1,1,36.5,5,6,10,1,0,1.0,0.35
2024-12-13,Health,Pune,Ward_7,Hospital_Bed_General,87,71,16,32.31,0,4,12,0,0,2.0,0.65
2023-12-06,Health,Nagpur,Ward_10,Disease_Dengue,3,2,1,96.24,5,2,12,0,0,1.5,0.6
2024-06-30,Health,Aurangabad,Ward_3,Hospital_Bed_General,26,18,8,28.87,2,6,6,1,1,1.2,0.4
2023-01-20,Health,Kolhapur,Ward_3,Ambulance_Emergency,15,13,2,11.48,3,4,1,0,0,1.1,0.38
2025-06-21,Health,Nashik,Ward_10,Ambulance_Emergency,12,7,5,11.58,5,5,6,1,1,1.3,0.45
2024-10-03,Health,Nashik,Ward_7,OPD_General,139,99,40,50.49,6,3,10,0,0,1.3,0.45
2025-06-25,Health,Pune,Ward_15,Ambulance_Emergency,57,41,16,17.83,1,2,6,0,1,2.0,0.65
2025-06-01,Health,Nagpur,Ward_4,Disease_Malaria,2,1,1,23.08,3,6,6,1,1,1.5,0.6
2023-09-14,Health,Pune,Ward_15,Hospital_Bed_General,130,99,31,91.93,0,3,9,0,1,2.0,0.65
2024-12-02,Health,Kolhapur,Ward_4,Ambulance_Emergency,13,9,4,14.81,2,0,12,0,0,1.1,0.38
2023-10-14,Health,Aurangabad,Ward_3,OPD_Pediatric,18,12,6,17.45,5,5,10,1,0,1.2,0.4
2024-08-18,Health,Aurangabad,Ward_7,OPD_Pediatric,29,19,10,69.01,2,6,8,1,1,1.2,0.4
2024-04-20,Health,Mumbai,Ward_24,Disease_Dengue,6,4,2,15.24,3,5,4,1,0,2.5,1.0
2025-08-27,Health,Pune,Ward_9,OPD_General,452,407,45,33.44,1,2,8,0,1,2.0,0.65
2024-05-16,Health,Pune,Ward_8,Ambulance_Emergency,52,39,13,9.92,3,3,5,0,0,2.0,0.65
2025-03-06,Health,Solapur,Ward_3,Ambulance_Emergency,12,8,4,15.99,2,3,3,0,0,1.0,0.35
2023-01-08,Health,Solapur,Ward_1,Disease_Dengue,1,0,1,53.92,10,6,1,1,0,1.0,0.35
2023-07-09,Health,Pune,Ward_8,OPD_General,254,158,96,26.45,1,6,7,1,1,2.0,0.65
2023-12-16,Health,Aurangabad,Ward_1,Hospital_Bed_General,21,13,8,39.16,3,5,12,1,0,1.2,0.4
2024-07-05,Health,Nagpur,Ward_1,Disease_Dengue,15,10,5,17.15,5,4,7,0,1,1.5,0.6
2025-05-20,Health,Aurangabad,Ward_4,Disease_Malaria,1,0,1,26.93,10,1,5,0,0,1.2,0.4
2024-03-15,Health,Nagpur,Ward_10,OPD_General,235,209,26,77.77,2,4,3,0,0,1.5,0.6
2024-04-28,Health,Pune,Ward_2,Hospital_Bed_General,53,43,10,47.88,3,6,4,1,0,2.0,0.65
2025-03-11,Health,Mumbai,Ward_10,OPD_Pediatric,197,185,12,36.34,1,1,3,0,0,2.5,1.0
2023-10-30,Health,Thane,Ward_1,Hospital_Bed_ICU,16,12,4,61.6,5,0,10,0,0,2.2,0.75
2025-02-24,Health,Nagpur,Ward_8,OPD_General,298,215,83,44.66,4,0,2,0,0,1.5,0.6
2024-05-14,Health,Thane,Ward_5,Hospital_Bed_General,103,66,37,17.69,8,1,5,0,0,2.2,0.75
2023-04-12,Health,Thane,Ward_10,Hospital_Bed_ICU,28,25,3,24.06,2,2,4,0,0,2.2,0.75
2023-10-22,Health,Aurangabad,Ward_4,OPD_Pediatric,23,20,3,14.41,1,6,10,1,0,1.2,0.4
2024-01-09,Health,Kolhapur,Ward_5,OPD_Pediatric,48,40,8,47.41,2,1,1,0,0,1.1,0.38
2025-07-08,Health,Aurangabad,Ward_2,Disease_Dengue,3,2,1,21.72,5,1,7,0,1,1.2,0.4
2025-01-22,Health,Kolhapur,Ward_8,OPD_General,153,122,31,21.83,0,2,1,0,0,1.1,0.38
2025-02-26,Health,Kolhapur,Ward_6,Hospital_Bed_ICU,6,5,1,16.35,1,2,2,0,0,1.1,0.38
2023-06-03,Health,Aurangabad,Ward_7,Hospital_Bed_General,37,29,8,51.26,1,5,6,1,1,1.2,0.4
2023-04-09,Health,Pune,Ward_5,OPD_General,186,126,60,21.28,5,6,4,1,0,2.0,0.65
2025-10-18,Health,Kolhapur,Ward_8,Hospital_Bed_ICU,4,2,2,52.6,6,5,10,1,0,1.1,0.38
2024-05-07,Health,Nashik,Ward_6,Hospital_Bed_General,45,29,16,49.11,4,1,5,0,0,1.3,0.45
2025-02-08,Health,Thane,Ward_7,Disease_Malaria,2,1,1,21.55,7,5,2,1,0,2.2,0.75
2024-03-02,Health,Mumbai,Ward_24,Disease_Malaria,3,2,1,6.05,3,5,3,1,0,2.5,1.0
2024-07-15,Health,Mumbai,Ward_11,Ambulance_Emergency,123,115,8,17.4,0,0,7,0,1,2.5,1.0
2023-04-21,Health,Aurangabad,Ward_1,OPD_General,108,74,34,4.16,4,4,4,0,0,1.2,0.4
2025-02-21,Health,Solapur,Ward_1,Hospital_Bed_General,30,25,5,34.19,1,4,2,0,0,1.0,0.35
2025-10-17,Health,Aurangabad,Ward_4,Hospital_Bed_General,48,37,11,88.64,2,4,10,0,0,1.2,0.4
2023-12-20,Health,Nashik,Ward_11,Hospital_Bed_ICU,7,6,1,43.1,1,2,12,0,0,1.3,0.45
2025-05-12,Health,Pune,Ward_9,Hospital_Bed_ICU,7,4,3,14.0,7,0,5,0,0,2.0,0.65
2025-01-15,Health,Nashik,Ward_2,OPD_General,208,191,17,40.59,1,2,1,0,0,1.3,0.45
2023-05-14,Health,Kolhapur,Ward_5,Ambulance_Emergency,8,6,2,17.69,4,6,5,1,0,1.1,0.38
2023-06-10,Health,Nashik,Ward_6,OPD_Pediatric,35,23,12,56.53,6,5,6,1,1,1.3,0.45
2024-01-11,Health,Kolhapur,Ward_3,Hospital_Bed_General,30,18,12,19.38,3,3,1,0,0,1.1,0.38
2025-06-23,Health,Nagpur,Ward_5,Hospital_Bed_General,84,63,21,39.14,1,0,6,0,1,1.5,0.6
2025-10-16,Health,Solapur,Ward_3,Ambulance_Emergency,12,7,5,24.52,3,3,10,0,0,1.0,0.35
2024-12-12,Health,Solapur,Ward_2,OPD_Pediatric,39,28,11,73.02,3,3,12,0,0,1.0,0.35
2023-06-11,Health,Thane,Ward_16,OPD_Pediatric,90,75,15,42.91,2,6,6,1,1,2.2,0.75
2025-06-15,Health,Thane,Ward_4,Disease_Malaria,2,1,1,70.82,3,6,6,1,1,2.2,0.75
2023-08-30,Health,Thane,Ward_9,Hospital_Bed_General,175,116,59,39.39,4,2,8,0,1,2.2,0.75
2023-04-20,Health,Kolhapur,Ward_4,OPD_Pediatric,34,30,4,53.53,2,3,4,0,0,1.1,0.38
2025-10-04,Health,Pune,Ward_15,Disease_Malaria,3,2,1,18.35,3,5,10,1,0,2.0,0.65
2024-12-09,Health,Mumbai,Ward_11,Hospital_Bed_General,210,135,75,64.71,2,0,12,0,0,2.5,1.0
2025-10-19,Health,Nashik,Ward_10,Hospital_Bed_General,26,16,10,46.88,5,6,10,1,0,1.3,0.45
2023-09-25,Health,Nashik,Ward_5,Disease_Dengue,8,6,2,49.94,1,0,9,0,1,1.3,0.45
2024-02-18,Health,Aurangabad,Ward_3,Disease_Malaria,1,0,1,40.25,10,6,2,1,0,1.2,0.4
2024-07-05,Health,Pune,Ward_11,Ambulance_Emergency,69,50,19,14.33,1,4,7,0,1,2.0,0.65
2023-10-22,Health,Solapur,Ward_4,Disease_Dengue,1,0,1,38.96,10,6,10,1,0,1.0,0.35
2025-05-30,Health,Nagpur,Ward_6,Ambulance_Emergency,27,22,5,5.12,4,4,5,0,0,1.5,0.6
2025-07-14,Health,Aurangabad,Ward_2,OPD_General,151,117,34,40.87,3,0,7,0,1,1.2,0.4
2024-01-04,Health,Mumbai,Ward_15,Ambulance_Emergency,90,76,14,28.22,1,3,1,0,0,2.5,1.0
2025-05-11,Health,Thane,Ward_8,Disease_Malaria,1,0,1,28.82,10,6,5,1,0,2.2,0.75
2023-06-11,Health,Nashik,Ward_1,Hospital_Bed_ICU,7,4,3,27.41,5,6,6,1,1,1.3,0.45
2025-03-27,Health,Solapur,Ward_2,OPD_Pediatric,26,21,5,62.08,1,3,3,0,0,1.0,0.35
2024-11-22,Health,Mumbai,Ward_7,OPD_General,525,452,73,52.87,2,4,11,0,0,2.5,1.0
2023-11-11,Health,Kolhapur,Ward_3,Disease_Malaria,1,0,1,23.29,10,5,11,1,0,1.1,0.38
2023-12-24,Health,Nashik,Ward_10,Hospital_Bed_ICU,5,4,1,31.06,4,6,12,1,0,1.3,0.45
2025-03-11,Health,Thane,Ward_3,Ambulance_Emergency,44,38,6,3.83,2,1,3,0,0,2.2,0.75
2025-01-25,Health,Kolhapur,Ward_3,Hospital_Bed_ICU,2,1,1,47.07,6,5,1,1,0,1.1,0.38
2024-09-23,Health,Mumbai,Ward_1,Disease_Malaria,25,16,9,42.6,3,0,9,0,1,2.5,1.0
2025-03-04,Health,Kolhapur,Ward_8,Ambulance_Emergency,11,8,3,9.8,4,1,3,0,0,1.1,0.38
2025-09-13,Health,Kolhapur,Ward_3,Ambulance_Emergency,12,8,4,16.85,2,5,9,1,1,1.1,0.38
2023-11-24,Health,Mumbai,Ward_15,Ambulance_Emergency,95,63,32,9.82,4,4,11,0,0,2.5,1.0
2023-06-15,Health,Aurangabad,Ward_4,Hospital_Bed_General,45,38,7,65.97,3,3,6,0,1,1.2,0.4
2024-09-07,Health,Aurangabad,Ward_4,Disease_Dengue,5,4,1,51.59,1,5,9,1,1,1.2,0.4
2025-06-13,Health,Solapur,Ward_6,Disease_Dengue,5,3,2,20.64,4,4,6,0,1,1.0,0.35
2025-06-21,Health,Thane,Ward_3,Hospital_Bed_General,97,78,19,20.37,4,5,6,1,1,2.2,0.75
2025-04-16,Health,Nagpur,Ward_8,Disease_Malaria,2,1,1,12.47,6,2,4,0,0,1.5,0.6
2025-08-20,Health,Nashik,Ward_12,Ambulance_Emergency,26,16,10,1.96,1,2,8,0,1,1.3,0.45
2023-04-19,Health,Thane,Ward_9,OPD_Pediatric,110,68,42,108.26,4,2,4,0,0,2.2,0.75
2025-07-18,Health,Aurangabad,Ward_6,Hospital_Bed_ICU,6,5,1,10.68,0,4,7,0,1,1.2,0.4
2024-06-12,Health,Thane,Ward_18,Hospital_Bed_General,169,117,52,16.66,6,2,6,0,1,2.2,0.75
2023-11-21,Health,Nashik,Ward_9,Disease_Malaria,2,1,1,74.09,7,1,11,0,0,1.3,0.45
2024-02-18,Health,Aurangabad,Ward_5,OPD_General,105,86,19,31.56,0,6,2,1,0,1.2,0.4
2023-09-19,Health,Aurangabad,Ward_2,OPD_Pediatric,51,42,9,39.66,2,1,9,0,1,1.2,0.4
2023-01-06,Health,Kolhapur,Ward_4,Ambulance_Emergency,13,10,3,3.19,1,4,1,0,0,1.1,0.38
2023-09-25,Health,Mumbai,Ward_23,OPD_General,825,647,178,104.07,3,0,9,0,1,2.5,1.0
2023-05-13,Health,Mumbai,Ward_8,OPD_General,399,248,151,11.97,4,5,5,1,0,2.5,1.0
2023-10-04,Health,Kolhapur,Ward_7,Hospital_Bed_ICU,7,4,3,73.33,6,2,10,0,0,1.1,0.38
2025-03-10,Health,Aurangabad,Ward_2,Disease_Dengue,2,1,1,47.47,3,0,3,0,0,1.2,0.4
2023-01-16,Health,Thane,Ward_8,Disease_Malaria,4,2,2,72.98,4,0,1,0,0,2.2,0.75
2024-11-23,Health,Pune,Ward_5,Hospital_Bed_ICU,13,12,1,106.73,1,5,11,1,0,2.0,0.65
2024-06-29,Health,Aurangabad,Ward_2,OPD_Pediatric,32,20,12,6.62,5,5,6,1,1,1.2,0.4
2023-09-12,Health,Nagpur,Ward_10,Hospital_Bed_General,71,56,15,23.06,1,1,9,0,1,1.5,0.6
2024-09-01,Health,Nagpur,Ward_2,Ambulance_Emergency,33,28,5,18.11,5,6,9,1,1,1.5,0.6
2024-12-05,Health,Nashik,Ward_8,Hospital_Bed_ICU,12,10,2,31.2,3,3,12,0,0,1.3,0.45
2025-02-06,Health,Aurangabad,Ward_3,Hospital_Bed_ICU,8,7,1,75.69,1,3,2,0,0,1.2,0.4
2024-09-21,Health,Mumbai,Ward_14,OPD_Pediatric,154,99,55,6.79,3,5,9,1,1,2.5,1.0
2023-12-30,Health,Nashik,Ward_2,Hospital_Bed_ICU,5,4,1,45.78,2,5,12,1,0,1.3,0.45
2025-01-07,Health,Pune,Ward_14,Disease_Dengue,5,4,1,40.85,1,1,1,0,0,2.0,0.65
2025-10-21,Health,Solapur,Ward_1,Ambulance_Emergency,12,8,4,12.09,2,1,10,0,0,1.0,0.35
2024-10-26,Health,Nagpur,Ward_6,Ambulance_Emergency,17,15,2,8.49,2,5,10,1,0,1.5,0.6
2025-10-04,Health,Aurangabad,Ward_3,Disease_Dengue,1,0,1,129.97,10,5,10,1,0,1.2,0.4
2023-02-24,Health,Aurangabad,Ward_1,OPD_Pediatric,59,37,22,78.76,2,4,2,0,0,1.2,0.4
2023-05-27,Health,Aurangabad,Ward_3,OPD_General,71,55,16,67.51,4,5,5,1,0,1.2,0.4
2025-04-14,Health,Aurangabad,Ward_5,OPD_Pediatric,30,27,3,37.85,1,0,4,0,0,1.2,0.4
2023-08-03,Health,Pune,Ward_7,Hospital_Bed_General,148,125,23,14.89,0,3,8,0,1,2.0,0.65
2025-01-15,Health,Nashik,Ward_10,Hospital_Bed_General,38,34,4,14.89,2,2,1,0,0,1.3,0.45
2023-08-21,Health,Nagpur,Ward_6,Hospital_Bed_ICU,15,9,6,23.74,3,0,8,0,1,1.5,0.6
2025-01-23,Health,Thane,Ward_14,Hospital_Bed_General,128,87,41,44.02,4,3,1,0,0,2.2,0.75
2023-08-14,Health,Pune,Ward_8,Hospital_Bed_ICU,25,18,7,50.7,1,0,8,0,1,2.0,0.65
2023-01-26,Health,Nashik,Ward_1,Hospital_Bed_ICU,8,5,3,22.63,6,3,1,0,0,1.3,0.45
2024-09-10,Health,Nagpur,Ward_5,Hospital_Bed_General,107,90,17,77.46,0,1,9,0,1,1.5,0.6
2023-02-15,Health,Mumbai,Ward_21,Ambulance_Emergency,72,44,28,6.03,6,2,2,0,0,2.5,1.0
2024-10-14,Health,Aurangabad,Ward_2,Ambulance_Emergency,17,10,7,8.33,5,0,10,0,0,1.2,0.4
2023-03-29,Health,Nashik,Ward_10,OPD_General,162,104,58,51.1,4,2,3,0,0,1.3,0.45
2024-01-21,Health,Nashik,Ward_9,Ambulance_Emergency,7,6,1,1.49,1,6,1,1,0,1.3,0.45
2025-04-11,Health,Kolhapur,Ward_2,Disease_Dengue,1,0,1,87.13,10,4,4,0,0,1.1,0.38
2023-01-26,Health,Nashik,Ward_2,OPD_General,236,212,24,37.99,0,3,1,0,0,1.3,0.45
2025-01-02,Health,Mumbai,Ward_9,OPD_General,1008,866,142,62.2,1,3,1,0,0,2.5,1.0
2024-08-22,Health,Thane,Ward_11,Ambulance_Emergency,79,56,23,19.54,1,3,8,0,1,2.2,0.75
2024-07-28,Health,Aurangabad,Ward_1,OPD_General,99,68,31,35.65,3,6,7,1,1,1.2,0.4
2024-05-07,Health,Kolhapur,Ward_5,Hospital_Bed_General,30,22,8,21.93,3,1,5,0,0,1.1,0.38
2025-01-03,Health,Nashik,Ward_8,OPD_Pediatric,68,49,19,149.21,4,4,1,0,0,1.3,0.45
