timestamp,domain,district,ward,service_type,incidents_reported,incidents_resolved,response_time_minutes,severity_level,day_of_week,month,is_weekend,population_factor,urban_ratio
2024-09-17,PublicSafety,Nashik,Ward_6,Disaster_Alert,4,3,22.15,Low,1,9,0,1.3,0.45
2024-09-30,PublicSafety,Kolhapur,Ward_1,Police_Traffic_Accident,41,30,6.6,Low,0,9,0,1.1,0.38
2025-09-12,PublicSafety,Nashik,Ward_12,Emergency_Helpline_Call,187,174,14.08,Low,4,9,0,1.3,0.45
2024-07-11,PublicSafety,Nashik,Ward_5,Fire_Emergency,11,9,35.35,Critical,3,7,0,1.3,0.45
2023-07-25,PublicSafety,Kolhapur,Ward_6,Fire_Emergency,10,7,16.91,Low,1,7,0,1.1,0.38
2023-10-25,PublicSafety,Thane,Ward_16,Fire_Emergency,45,39,2.79,Low,2,10,0,2.2,0.75
2025-08-10,PublicSafety,Kolhapur,Ward_4,Emergency_Helpline_Call,141,127,2.21,Medium,6,8,1,1.1,0.38
2025-10-18,PublicSafety,Nashik,Ward_10,Police_Crime_Report,92,90,23.05,Low,5,10,1,1.3,0.45
2025-01-26,PublicSafety,Thane,Ward_17,Police_Traffic_Accident,57,40,36.7,Medium,6,1,1,2.2,0.75
2025-01-14,PublicSafety,Nagpur,Ward_2,Police_Traffic_Accident,62,43,17.63,Medium,1,1,0,1.5,0.6
2025-09-26,PublicSafety,Nagpur,Ward_3,Fire_Emergency,15,11,6.1,Low,4,9,0,1.5,0.6
2025-06-17,PublicSafety,Pune,Ward_6,Emergency_Helpline_Call,312,233,1.59,Medium,1,6,0,2.0,0.65
2024-02-08,PublicSafety,Mumbai,Ward_14,Emergency_Helpline_Call,480,430,9.81,High,3,2,0,2.5,1.0
2023-03-11,PublicSafety,Nashik,Ward_7,Police_Traffic_Accident,49,45,6.39,High,5,3,1,1.3,0.45
2024-10-28,PublicSafety,Nagpur,Ward_5,Fire_Emergency,7,5,15.13,Low,0,10,0,1.5,0.6
2024-01-31,PublicSafety,Pune,Ward_4,Fire_Emergency,23,19,6.49,Medium,2,1,0,2.0,0.65
2025-01-23,PublicSafety,Nagpur,Ward_1,Police_Crime_Report,89,83,15.6,Medium,3,1,0,1.5,0.6
2023-06-25,PublicSafety,Nagpur,Ward_9,Fire_Emergency,17,12,14.77,Critical,6,6,1,1.5,0.6
2024-01-02,PublicSafety,Thane,Ward_7,Police_Crime_Report,151,108,44.73,Low,1,1,0,2.2,0.75
2023-01-11,PublicSafety,Nagpur,Ward_7,Disaster_Alert,5,3,38.41,Low,2,1,0,1.5,0.6
2025-04-14,PublicSafety,Nashik,Ward_7,Police_Traffic_Accident,31,27,11.67,High,0,4,0,1.3,0.45
2025-06-13,PublicSafety,Pune,Ward_5,Police_Crime_Report,137,105,90.17,Low,4,6,0,2.0,0.65
2024-03-17,PublicSafety,Nagpur,Ward_5,Emergency_Helpline_Call,276,241,8.65,Critical,6,3,1,1.5,0.6
2023-05-19,PublicSafety,Aurangabad,Ward_1,Emergency_Helpline_Call,158,143,2.43,Low,4,5,0,1.2,0.4
2024-05-13,PublicSafety,Nagpur,Ward_10,Emergency_Helpline_Call,198,190,13.05,Medium,0,5,0,1.5,0.6
2024-10-02,PublicSafety,Kolhapur,Ward_1,Fire_Emergency,10,7,1.32,Low,2,10,0,1.1,0.38
2023-02-24,PublicSafety,Nagpur,Ward_3,Police_Traffic_Accident,46,41,14.08,Medium,4,2,0,1.5,0.6
2024-10-01,PublicSafety,Mumbai,Ward_4,Police_Crime_Report,225,194,64.61,Critical,1,10,0,2.5,1.0
2023-03-17,PublicSafety,Mumbai,Ward_14,Disaster_Alert,3,2,16.63,Low,4,3,0,2.5,1.0
2025-04-19,PublicSafety,Mumbai,Ward_16,Fire_Emergency,33,28,24.32,Medium,5,4,1,2.5,1.0
2023-04-03,PublicSafety,Nashik,Ward_6,Fire_Emergency,15,12,7.22,Low,0,4,0,1.3,0.45
2025-09-27,PublicSafety,Mumbai,Ward_11,Emergency_Helpline_Call,435,319,9.55,Low,5,9,1,2.5,1.0
2025-03-21,PublicSafety,Nagpur,Ward_10,Fire_Emergency,15,12,12.12,Low,4,3,0,1.5,0.6
2025-01-07,PublicSafety,Thane,Ward_2,Police_Traffic_Accident,87,78,44.8,Low,1,1,0,2.2,0.75
2024-05-28,PublicSafety,Kolhapur,Ward_6,Police_Crime_Report,56,52,33.4,Low,1,5,0,1.1,0.38
2025-04-01,PublicSafety,Thane,Ward_12,Police_Traffic_Accident,72,52,18.12,Medium,1,4,0,2.2,0.75
2023-11-11,PublicSafety,Nagpur,Ward_8,Police_Crime_Report,97,85,18.91,Critical,5,11,1,1.5,0.6
2025-09-25,PublicSafety,Solapur,Ward_1,Emergency_Helpline_Call,121,114,6.81,Low,3,9,0,1.0,0.35
2023-05-06,PublicSafety,Pune,Ward_4,Fire_Emergency,18,14,8.14,Low,5,5,1,2.0,0.65
2025-07-29,PublicSafety,Mumbai,Ward_2,Fire_Emergency,30,23,3.81,High,1,7,0,2.5,1.0
2025-03-08,PublicSafety,Thane,Ward_4,Police_Traffic_Accident,78,54,43.84,High,5,3,1,2.2,0.75
2024-09-21,PublicSafety,Solapur,Ward_7,Fire_Emergency,11,8,4.83,Medium,5,9,1,1.0,0.35
2025-09-13,PublicSafety,Thane,Ward_15,Police_Crime_Report,157,150,31.27,Low,5,9,1,2.2,0.75
2023-03-09,PublicSafety,Nagpur,Ward_10,Emergency_Helpline_Call,247,181,15.13,Low,3,3,0,1.5,0.6
2024-08-05,PublicSafety,Nagpur,Ward_2,Fire_Emergency,19,17,8.52,Medium,0,8,0,1.5,0.6
2024-12-01,PublicSafety,Nagpur,Ward_5,Fire_Emergency,11,10,7.6,Medium,6,12,1,1.5,0.6
2025-01-21,PublicSafety,Thane,Ward_11,Police_Traffic_Accident,72,70,27.2,Medium,1,1,0,2.2,0.75
2025-10-05,PublicSafety,Nashik,Ward_2,Fire_Emergency,3,2,8.78,Medium,6,10,1,1.3,0.45
2025-06-01,PublicSafety,Thane,Ward_12,Fire_Emergency,36,35,13.8,Medium,6,6,1,2.2,0.75
2025-10-16,PublicSafety,Nagpur,Ward_4,Emergency_Helpline_Call,245,220,5.61,Low,3,10,0,1.5,0.6
2024-03-20,PublicSafety,Aurangabad,Ward_3,Police_Crime_Report,80,69,34.87,Low,2,3,0,1.2,0.4
2025-06-14,PublicSafety,Solapur,Ward_7,Police_Traffic_Accident,29,22,43.46,Low,5,6,1,1.0,0.35
2025-06-06,PublicSafety,Aurangabad,Ward_3,Disaster_Alert,7,5,59.21,High,4,6,0,1.2,0.4
2023-03-03,PublicSafety,Solapur,Ward_3,Police_Crime_Report,58,43,57.99,Medium,4,3,0,1.0,0.35
2025-10-27,PublicSafety,Mumbai,Ward_8,Fire_Emergency,26,20,0.53,Low,0,10,0,2.5,1.0
2023-06-28,PublicSafety,Aurangabad,Ward_6,Emergency_Helpline_Call,175,124,16.87,Low,2,6,0,1.2,0.4
2023-03-13,PublicSafety,Nashik,Ward_4,Police_Crime_Report,78,63,25.99,Low,0,3,0,1.3,0.45
2023-03-18,PublicSafety,Aurangabad,Ward_6,Police_Crime_Report,82,80,57.84,Medium,5,3,1,1.2,0.4
2025-05-12,PublicSafety,Mumbai,Ward_12,Disaster_Alert,11,10,70.72,Low,0,5,0,2.5,1.0
2023-05-23,PublicSafety,Solapur,Ward_7,Fire_Emergency,10,8,15.46,Low,1,5,0,1.0,0.35
2025-09-06,PublicSafety,Pune,Ward_5,Police_Crime_Report,159,140,38.02,Low,5,9,1,2.0,0.65
2025-02-14,PublicSafety,Mumbai,Ward_1,Disaster_Alert,3,2,19.43,Medium,4,2,0,2.5,1.0
2024-08-07,PublicSafety,Thane,Ward_17,Police_Traffic_Accident,84,75,15.19,Low,2,8,0,2.2,0.75
2024-10-29,PublicSafety,Thane,Ward_16,Police_Crime_Report,148,144,29.86,High,1,10,0,2.2,0.75
2025-09-18,PublicSafety,Thane,Ward_17,Police_Traffic_Accident,78,70,34.24,High,3,9,0,2.2,0.75
2023-03-28,PublicSafety,Kolhapur,Ward_7,Fire_Emergency,9,6,14.24,Medium,1,3,0,1.1,0.38
2023-07-20,PublicSafety,Mumbai,Ward_18,Police_Crime_Report,198,140,21.38,Medium,3,7,0,2.5,1.0
2024-07-24,PublicSafety,Aurangabad,Ward_6,Police_Traffic_Accident,33,28,7.56,Medium,2,7,0,1.2,0.4
2025-10-07,PublicSafety,Kolhapur,Ward_6,Emergency_Helpline_Call,146,131,10.94,High,1,10,0,1.1,0.38
2024-08-15,PublicSafety,Kolhapur,Ward_7,Emergency_Helpline_Call,151,112,12.13,Medium,3,8,0,1.1,0.38
2024-03-17,PublicSafety,Pune,Ward_10,Fire_Emergency,21,19,7.42,Critical,6,3,1,2.0,0.65
2024-02-15,PublicSafety,Mumbai,Ward_23,Disaster_Alert,15,14,11.92,Low,3,2,0,2.5,1.0
2024-12-22,PublicSafety,Thane,Ward_3,Emergency_Helpline_Call,417,351,18.35,Low,6,12,1,2.2,0.75
2023-02-17,PublicSafety,Aurangabad,Ward_6,Police_Traffic_Accident,48,44,5.02,Low,4,2,0,1.2,0.4
2024-07-28,PublicSafety,Nagpur,Ward_5,Police_Crime_Report,95,92,19.44,Critical,6,7,1,1.5,0.6
2024-01-05,PublicSafety,Kolhapur,Ward_5,Fire_Emergency,3,2,11.96,Low,4,1,0,1.1,0.38
2024-06-01,PublicSafety,Nashik,Ward_12,Police_Crime_Report,90,72,4.75,Low,5,6,1,1.3,0.45
2024-03-10,PublicSafety,Kolhapur,Ward_1,Police_Traffic_Accident,27,21,23.13,Low,6,3,1,1.1,0.38
2023-05-17,PublicSafety,Thane,Ward_10,Fire_Emergency,27,19,6.51,High,2,5,0,2.2,0.75
2024-11-30,PublicSafety,Mumbai,Ward_13,Emergency_Helpline_Call,521,414,18.39,Medium,5,11,1,2.5,1.0
2025-08-17,PublicSafety,Nagpur,Ward_9,Fire_Emergency,13,12,8.4,Medium,6,8,1,1.5,0.6
2023-09-05,PublicSafety,Aurangabad,Ward_6,Police_Crime_Report,43,40,4.22,Medium,1,9,0,1.2,0.4
2025-07-19,PublicSafety,Solapur,Ward_7,Disaster_Alert,3,2,33.57,Low,5,7,1,1.0,0.35
2025-04-14,PublicSafety,Nagpur,Ward_4,Disaster_Alert,1,0,88.51,Low,0,4,0,1.5,0.6
2024-06-17,PublicSafety,Nashik,Ward_7,Emergency_Helpline_Call,181,158,9.74,Medium,0,6,0,1.3,0.45
2024-06-01,PublicSafety,Kolhapur,Ward_8,Emergency_Helpline_Call,154,136,18.29,Low,5,6,1,1.1,0.38
2024-11-27,PublicSafety,Mumbai,Ward_20,Fire_Emergency,22,18,16.51,Low,2,11,0,2.5,1.0
2025-02-01,PublicSafety,Thane,Ward_2,Police_Traffic_Accident,57,49,26.47,High,5,2,1,2.2,0.75
2024-03-05,PublicSafety,Aurangabad,Ward_6,Disaster_Alert,1,0,53.77,Medium,1,3,0,1.2,0.4
2024-10-23,PublicSafety,Nashik,Ward_2,Emergency_Helpline_Call,192,146,11.69,Medium,2,10,0,1.3,0.45
2023-06-27,PublicSafety,Nashik,Ward_2,Disaster_Alert,3,2,52.29,Low,1,6,0,1.3,0.45
2023-05-30,PublicSafety,Solapur,Ward_7,Disaster_Alert,2,1,24.98,Low,1,5,0,1.0,0.35
2023-08-05,PublicSafety,Aurangabad,Ward_6,Police_Crime_Report,66,47,18.2,High,5,8,1,1.2,0.4
2025-10-06,PublicSafety,Nagpur,Ward_8,Disaster_Alert,3,2,24.72,High,0,10,0,1.5,0.6
2023-06-04,PublicSafety,Thane,Ward_8,Emergency_Helpline_Call,344,276,3.83,Low,6,6,1,2.2,0.75
2023-09-12,PublicSafety,Mumbai,Ward_10,Police_Traffic_Accident,90,64,30.23,Medium,1,9,0,2.5,1.0
2024-05-22,PublicSafety,Solapur,Ward_1,Police_Traffic_Accident,17,12,9.1,Critical,2,5,0,1.0,0.35
2025-02-12,PublicSafety,Pune,Ward_9,Fire_Emergency,15,11,12.67,Low,2,2,0,2.0,0.65
2023-05-18,PublicSafety,Nagpur,Ward_5,Fire_Emergency,9,6,11.24,Low,3,5,0,1.5,0.6
2024-02-26,PublicSafety,Pune,Ward_15,Police_Traffic_Accident,58,51,18.99,Low,0,2,0,2.0,0.65
2023-01-12,PublicSafety,Aurangabad,Ward_7,Police_Crime_Report,76,73,31.45,Low,3,1,0,1.2,0.4
2025-06-24,PublicSafety,Mumbai,Ward_14,Fire_Emergency,30,21,3.84,Low,1,6,0,2.5,1.0
2025-07-31,PublicSafety,Kolhapur,Ward_7,Police_Traffic_Accident,26,19,21.33,Medium,3,7,0,1.1,0.38
2023-09-12,PublicSafety,Aurangabad,Ward_6,Police_Traffic_Accident,40,37,32.29,Low,1,9,0,1.2,0.4
2023-11-23,PublicSafety,Thane,Ward_17,Disaster_Alert,9,6,24.32,Medium,3,11,0,2.2,0.75
2025-05-16,PublicSafety,Mumbai,Ward_16,Disaster_Alert,11,8,15.8,Critical,4,5,0,2.5,1.0
2024-06-29,PublicSafety,Nashik,Ward_9,Emergency_Helpline_Call,140,110,6.18,Low,5,6,1,1.3,0.45
2025-08-27,PublicSafety,Solapur,Ward_8,Emergency_Helpline_Call,137,109,9.82,Medium,2,8,0,1.0,0.35
2024-08-16,PublicSafety,Nagpur,Ward_2,Disaster_Alert,1,0,37.24,Medium,4,8,0,1.5,0.6
2024-08-17,PublicSafety,Solapur,Ward_4,Police_Traffic_Accident,37,29,27.21,Low,5,8,1,1.0,0.35
2023-08-02,PublicSafety,Mumbai,Ward_8,Fire_Emergency,26,19,43.44,Medium,2,8,0,2.5,1.0
2024-02-24,PublicSafety,Pune,Ward_12,Police_Traffic_Accident,68,64,10.48,Medium,5,2,1,2.0,0.65
2025-09-21,PublicSafety,Nashik,Ward_12,Police_Crime_Report,84,63,27.31,Low,6,9,1,1.3,0.45
2024-11-30,PublicSafety,Nagpur,Ward_7,Fire_Emergency,9,8,9.54,Low,5,11,1,1.5,0.6
2023-01-06,PublicSafety,Kolhapur,Ward_3,Disaster_Alert,3,2,42.53,High,4,1,0,1.1,0.38
2023-08-04,PublicSafety,Solapur,Ward_5,Emergency_Helpline_Call,130,103,28.77,Low,4,8,0,1.0,0.35
2024-01-10,PublicSafety,Thane,Ward_17,Police_Traffic_Accident,60,47,44.53,High,2,1,0,2.2,0.75
2024-05-20,PublicSafety,Kolhapur,Ward_2,Fire_Emergency,9,8,14.05,Medium,0,5,0,1.1,0.38
2025-04-13,PublicSafety,Aurangabad,Ward_4,Fire_Emergency,7,6,15.16,Medium,6,4,1,1.2,0.4
2024-08-20,PublicSafety,Solapur,Ward_8,Fire_Emergency,5,4,12.14,Low,1,8,0,1.0,0.35
2023-03-26,PublicSafety,Pune,Ward_1,Fire_Emergency,31,22,21.76,Low,6,3,1,2.0,0.65
2024-09-11,PublicSafety,Nashik,Ward_2,Emergency_Helpline_Call,186,159,6.78,Low,2,9,0,1.3,0.45
2025-06-28,PublicSafety,Pune,Ward_1,Fire_Emergency,15,13,3.62,High,5,6,1,2.0,0.65
2024-05-26,PublicSafety,Solapur,Ward_4,Police_Traffic_Accident,34,25,13.6,Medium,6,5,1,1.0,0.35
2023-06-24,PublicSafety,Mumbai,Ward_15,Police_Traffic_Accident,82,60,27.02,Critical,5,6,1,2.5,1.0
2025-05-04,PublicSafety,Aurangabad,Ward_5,Fire_Emergency,12,11,5.19,Medium,6,5,1,1.2,0.4
2024-05-17,PublicSafety,Kolhapur,Ward_3,Police_Crime_Report,54,43,31.59,Medium,4,5,0,1.1,0.38
2023-06-15,PublicSafety,Aurangabad,Ward_4,Emergency_Helpline_Call,151,139,24.35,Low,3,6,0,1.2,0.4
2024-02-29,PublicSafety,Nagpur,Ward_7,Fire_Emergency,1,0,7.88,Medium,3,2,0,1.5,0.6
2023-07-19,PublicSafety,Solapur,Ward_3,Police_Traffic_Accident,29,21,32.04,Medium,2,7,0,1.0,0.35
2025-03-03,PublicSafety,Pune,Ward_5,Disaster_Alert,5,4,67.62,Critical,0,3,0,2.0,0.65
2024-03-11,PublicSafety,Kolhapur,Ward_2,Fire_Emergency,11,7,7.26,Low,0,3,0,1.1,0.38
2024-01-09,PublicSafety,Nagpur,Ward_4,Emergency_Helpline_Call,218,213,6.09,Critical,1,1,0,1.5,0.6
2024-03-26,PublicSafety,Thane,Ward_1,Fire_Emergency,33,24,8.09,Medium,1,3,0,2.2,0.75
2023-02-15,PublicSafety,Pune,Ward_6,Police_Crime_Report,127,89,27.19,Medium,2,2,0,2.0,0.65
2024-06-11,PublicSafety,Aurangabad,Ward_4,Disaster_Alert,2,1,19.53,Low,1,6,0,1.2,0.4
2025-10-13,PublicSafety,Solapur,Ward_2,Police_Crime_Report,55,45,22.69,High,0,10,0,1.0,0.35
2024-11-17,PublicSafety,Mumbai,Ward_20,Police_Traffic_Accident,120,105,25.92,Medium,6,11,1,2.5,1.0
2024-10-03,PublicSafety,Thane,Ward_3,Emergency_Helpline_Call,290,221,8.46,Medium,3,10,0,2.2,0.75
2023-02-17,PublicSafety,Pune,Ward_3,Police_Traffic_Accident,55,41,6.55,Medium,4,2,0,2.0,0.65
2024-11-07,PublicSafety,Thane,Ward_8,Disaster_Alert,6,5,26.89,Medium,3,11,0,2.2,0.75
2024-07-11,PublicSafety,Thane,Ward_2,Disaster_Alert,12,9,44.73,Medium,3,7,0,2.2,0.75
2024-06-29,PublicSafety,Aurangabad,Ward_1,Police_Traffic_Accident,37,35,52.61,Medium,5,6,1,1.2,0.4
2025-07-07,PublicSafety,Nagpur,Ward_10,Fire_Emergency,11,8,16.8,Low,0,7,0,1.5,0.6
2024-03-26,PublicSafety,Kolhapur,Ward_6,Disaster_Alert,1,0,51.98,Low,1,3,0,1.1,0.38
2023-07-24,PublicSafety,Nagpur,Ward_7,Emergency_Helpline_Call,235,189,2.92,Medium,0,7,0,1.5,0.6
2024-11-25,PublicSafety,Solapur,Ward_5,Emergency_Helpline_Call,144,110,0.27,Low,0,11,0,1.0,0.35
2023-11-25,PublicSafety,Kolhapur,Ward_4,Police_Traffic_Accident,30,22,9.65,Medium,5,11,1,1.1,0.38
2023-10-13,PublicSafety,Mumbai,Ward_17,Police_Crime_Report,210,173,47.41,Medium,4,10,0,2.5,1.0
2024-12-22,PublicSafety,Thane,Ward_9,Emergency_Helpline_Call,338,264,13.62,High,6,12,1,2.2,0.75
2024-07-24,PublicSafety,Nagpur,Ward_2,Police_Traffic_Accident,46,34,22.84,Low,2,7,0,1.5,0.6
2023-07-04,PublicSafety,Mumbai,Ward_13,Police_Traffic_Accident,120,95,16.88,Low,1,7,0,2.5,1.0
2025-05-21,PublicSafety,Nashik,Ward_6,Disaster_Alert,4,3,27.16,Low,2,5,0,1.3,0.45
2025-04-09,PublicSafety,Nagpur,Ward_8,Police_Traffic_Accident,40,28,8.77,Medium,2,4,0,1.5,0.6
2023-05-06,PublicSafety,Thane,Ward_12,Police_Traffic_Accident,78,56,40.25,Low,5,5,1,2.2,0.75
2024-08-23,PublicSafety,Solapur,Ward_1,Police_Traffic_Accident,23,17,32.78,Medium,4,8,0,1.0,0.35
2025-07-29,PublicSafety,Pune,Ward_7,Emergency_Helpline_Call,288,248,7.38,Low,1,7,0,2.0,0.65
2024-08-27,PublicSafety,Thane,Ward_17,Disaster_Alert,9,7,28.31,Low,1,8,0,2.2,0.75
2023-12-25,PublicSafety,Pune,Ward_1,Emergency_Helpline_Call,299,251,6.66,Low,0,12,0,2.0,0.65
2024-12-19,PublicSafety,Mumbai,Ward_7,Emergency_Helpline_Call,498,353,10.37,Low,3,12,0,2.5,1.0
2024-07-15,PublicSafety,Kolhapur,Ward_8,Police_Traffic_Accident,31,26,6.08,Low,0,7,0,1.1,0.38
2024-07-23,PublicSafety,Aurangabad,Ward_4,Emergency_Helpline_Call,181,146,8.56,Medium,1,7,0,1.2,0.4
2024-03-30,PublicSafety,Nagpur,Ward_5,Police_Crime_Report,103,83,23.84,Low,5,3,1,1.5,0.6
2024-09-15,PublicSafety,Mumbai,Ward_11,Fire_Emergency,26,25,1.66,High,6,9,1,2.5,1.0
2023-09-21,PublicSafety,Aurangabad,Ward_2,Police_Traffic_Accident,24,22,39.5,Critical,3,9,0,1.2,0.4
2024-05-09,PublicSafety,Mumbai,Ward_8,Police_Crime_Report,213,166,33.29,Medium,3,5,0,2.5,1.0
2023-11-03,PublicSafety,Aurangabad,Ward_7,Police_Crime_Report,74,63,48.27,Critical,4,11,0,1.2,0.4
2023-05-26,PublicSafety,Nagpur,Ward_1,Emergency_Helpline_Call,292,244,19.84,Low,4,5,0,1.5,0.6
2025-04-30,PublicSafety,Thane,Ward_11,Disaster_Alert,9,6,15.11,Medium,2,4,0,2.2,0.75
2024-11-28,PublicSafety,Kolhapur,Ward_8,Police_Crime_Report,74,66,6.88,Low,3,11,0,1.1,0.38
2025-02-23,PublicSafety,Pune,Ward_13,Police_Traffic_Accident,87,81,41.68,High,6,2,1,2.0,0.65
2024-09-07,PublicSafety,Nashik,Ward_11,Fire_Emergency,11,10,11.56,Low,5,9,1,1.3,0.45
2024-09-12,PublicSafety,Pune,Ward_2,Police_Traffic_Accident,55,43,30.43,Medium,3,9,0,2.0,0.65
2025-05-21,PublicSafety,Mumbai,Ward_6,Disaster_Alert,3,2,24.98,Medium,2,5,0,2.5,1.0
2023-10-22,PublicSafety,Thane,Ward_2,Police_Traffic_Accident,66,51,36.36,Low,6,10,1,2.2,0.75
2025-02-03,PublicSafety,Mumbai,Ward_11,Police_Traffic_Accident,93,73,59.76,Low,0,2,0,2.5,1.0
2024-02-09,PublicSafety,Solapur,Ward_2,Police_Crime_Report,50,37,60.19,Low,4,2,0,1.0,0.35
2024-06-25,PublicSafety,Thane,Ward_13,Emergency_Helpline_Call,329,310,14.61,High,1,6,0,2.2,0.75
2024-12-11,PublicSafety,Kolhapur,Ward_7,Emergency_Helpline_Call,185,159,11.98,Low,2,12,0,1.1,0.38
2025-05-18,PublicSafety,Nashik,Ward_8,Police_Traffic_Accident,50,42,20.74,Medium,6,5,1,1.3,0.45
2023-02-28,PublicSafety,Nagpur,Ward_3,Police_Traffic_Accident,58,43,20.42,Medium,1,2,0,1.5,0.6
2023-08-05,PublicSafety,Mumbai,Ward_2,Police_Crime_Report,183,176,22.22,Medium,5,8,1,2.5,1.0
2025-07-12,PublicSafety,Mumbai,Ward_20,Disaster_Alert,7,6,31.23,Medium,5,7,1,2.5,1.0
2023-02-23,PublicSafety,Pune,Ward_15,Police_Crime_Report,156,120,15.18,Low,3,2,0,2.0,0.65
2024-06-19,PublicSafety,Solapur,Ward_8,Police_Crime_Report,59,47,18.29,Medium,2,6,0,1.0,0.35
2025-07-01,PublicSafety,Thane,Ward_12,Emergency_Helpline_Call,356,265,21.94,High,1,7,0,2.2,0.75
2023-10-26,PublicSafety,Aurangabad,Ward_5,Police_Traffic_Accident,31,27,25.57,High,3,10,0,1.2,0.4
2025-07-28,PublicSafety,Nashik,Ward_9,Emergency_Helpline_Call,167,153,12.56,Low,0,7,0,1.3,0.45
2024-06-16,PublicSafety,Kolhapur,Ward_8,Fire_Emergency,7,5,1.18,Medium,6,6,1,1.1,0.38
2025-01-15,PublicSafety,Nashik,Ward_9,Disaster_Alert,1,0,12.42,Low,2,1,0,1.3,0.45
2024-06-29,PublicSafety,Pune,Ward_1,Disaster_Alert,10,9,39.35,Medium,5,6,1,2.0,0.65
2023-02-22,PublicSafety,Nagpur,Ward_7,Police_Traffic_Accident,58,41,18.18,Medium,2,2,0,1.5,0.6
2025-04-12,PublicSafety,Thane,Ward_4,Disaster_Alert,15,11,21.24,High,5,4,1,2.2,0.75
2025-07-14,PublicSafety,Aurangabad,Ward_2,Fire_Emergency,14,12,1.68,Medium,0,7,0,1.2,0.4
2025-03-07,PublicSafety,Nashik,Ward_3,Police_Crime_Report,79,66,30.28,Low,4,3,0,1.3,0.45
2023-03-04,PublicSafety,Nashik,Ward_11,Disaster_Alert,1,0,35.16,Low,5,3,1,1.3,0.45
2025-05-30,PublicSafety,Mumbai,Ward_14,Disaster_Alert,3,2,10.64,Medium,4,5,0,2.5,1.0
2023-02-08,PublicSafety,Nashik,Ward_12,Fire_Emergency,12,8,3.88,Medium,2,2,0,1.3,0.45
2024-06-29,PublicSafety,Nashik,Ward_7,Police_Crime_Report,84,60,22.42,Low,5,6,1,1.3,0.45
2024-07-31,PublicSafety,Kolhapur,Ward_7,Police_Traffic_Accident,37,29,6.5,Low,2,7,0,1.1,0.38
2025-03-02,PublicSafety,Nashik,Ward_5,Police_Crime_Report,87,83,37.39,Low,6,3,1,1.3,0.45
2023-11-06,PublicSafety,Solapur,Ward_8,Police_Crime_Report,58,47,23.97,High,0,11,0,1.0,0.35
2024-09-13,PublicSafety,Solapur,Ward_6,Police_Crime_Report,56,50,23.32,Medium,4,9,0,1.0,0.35
2024-05-30,PublicSafety,Nagpur,Ward_1,Fire_Emergency,21,18,3.38,Medium,3,5,0,1.5,0.6
2023-04-15,PublicSafety,Solapur,Ward_1,Disaster_Alert,1,0,23.52,Critical,5,4,1,1.0,0.35
2023-10-12,PublicSafety,Kolhapur,Ward_3,Disaster_Alert,3,2,28.55,Low,3,10,0,1.1,0.38
2023-06-03,PublicSafety,Kolhapur,Ward_1,Police_Crime_Report,54,52,47.16,High,5,6,1,1.1,0.38
2023-10-21,PublicSafety,Nagpur,Ward_5,Fire_Emergency,11,10,13.98,High,5,10,1,1.5,0.6
2023-09-25,PublicSafety,Pune,Ward_14,Emergency_Helpline_Call,328,255,15.49,Low,0,9,0,2.0,0.65
2025-10-13,PublicSafety,Aurangabad,Ward_4,Emergency_Helpline_Call,167,139,7.89,Low,0,10,0,1.2,0.4
2023-08-31,PublicSafety,Pune,Ward_6,Emergency_Helpline_Call,270,252,0.84,Medium,3,8,0,2.0,0.65
2023-06-08,PublicSafety,Nagpur,Ward_4,Emergency_Helpline_Call,235,199,21.45,Low,3,6,0,1.5,0.6
2023-09-24,PublicSafety,Aurangabad,Ward_1,Fire_Emergency,11,9,5.39,High,6,9,1,1.2,0.4
2023-02-18,PublicSafety,Pune,Ward_5,Emergency_Helpline_Call,296,220,9.66,High,5,2,1,2.0,0.65
2025-07-29,PublicSafety,Nashik,Ward_6,Disaster_Alert,4,3,24.97,High,1,7,0,1.3,0.45
2023-07-15,PublicSafety,Pune,Ward_1,Fire_Emergency,26,24,16.85,Low,5,7,1,2.0,0.65
2024-02-17,PublicSafety,Aurangabad,Ward_8,Police_Traffic_Accident,40,38,51.56,Critical,5,2,1,1.2,0.4
2024-02-11,PublicSafety,Pune,Ward_12,Police_Traffic_Accident,37,33,32.27,Low,6,2,1,2.0,0.65
2025-10-26,PublicSafety,Thane,Ward_10,Police_Traffic_Accident,93,82,59.77,Low,6,10,1,2.2,0.75
2025-01-03,PublicSafety,Thane,Ward_5,Fire_Emergency,36,32,15.05,Medium,4,1,0,2.2,0.75
2025-06-22,PublicSafety,Mumbai,Ward_18,Police_Crime_Report,123,112,24.28,Low,6,6,1,2.5,1.0
2024-09-08,PublicSafety,Nagpur,Ward_10,Emergency_Helpline_Call,224,202,24.89,Medium,6,9,1,1.5,0.6
2023-03-24,PublicSafety,Solapur,Ward_5,Police_Traffic_Accident,36,28,38.16,Low,4,3,0,1.0,0.35
2023-08-08,PublicSafety,Kolhapur,Ward_1,Disaster_Alert,3,2,27.47,Critical,1,8,0,1.1,0.38
2025-08-12,PublicSafety,Aurangabad,Ward_1,Police_Traffic_Accident,31,22,31.37,Medium,1,8,0,1.2,0.4
2025-05-02,PublicSafety,Pune,Ward_11,Police_Crime_Report,159,127,21.1,Low,4,5,0,2.0,0.65
